optimizer,seed,epoch,train_loss,val_loss
uCBOpt,1,1,1.23022790311884,0.6648773231506347
uCBOpt,1,2,0.5678370804433469,0.4906855401198069
uCBOpt,1,3,0.45877788311463813,0.42916144410769147
uCBOpt,1,4,0.40426902884024163,0.3824182439645131
uCBOpt,1,5,0.36538671812304746,0.3618066505591075
uCBOpt,1,6,0.345002346612789,0.3770727147261302
uCBOpt,1,7,0.32748943035690875,0.34303077443440755
uCBOpt,1,8,0.31145000520458926,0.369363289753596
uCBOpt,1,9,0.3019393807693764,0.323471462170283
uCBOpt,1,10,0.294286294720791,0.3254772393306096
uCBOpt,1,11,0.28438908503673693,0.32111656268437705
uCBOpt,1,12,0.28070028656500357,0.30313030314445494
uCBOpt,1,13,0.27794254322405215,0.30080769630273185
uCBOpt,1,14,0.27501554602605327,0.3149213887055715
uCBOpt,1,15,0.2663670097942705,0.3180768573284149
uCBOpt,1,16,0.25951096466735557,0.28304933007558186
uCBOpt,1,17,0.2596184663860886,0.2938765601714452
uCBOpt,1,18,0.25726066408333953,0.28352376544475555
uCBOpt,1,19,0.2546118885455308,0.3189313061237335
uCBOpt,1,20,0.25213453887127063,0.30082214911778765
uCBOpt,1,21,0.24821343337164986,0.2908785473505656
uCBOpt,1,22,0.24713732580785397,0.27606411413351695
uCBOpt,1,23,0.24412887356016372,0.26993646736939747
uCBOpt,1,24,0.24183670545065844,0.28780131820837657
uCBOpt,1,25,0.23729623310654252,0.28977672906716667
uCBOpt,1,26,0.23549818151085464,0.2918021067778269
uCBOpt,1,27,0.2369257923497094,0.2898519009749095
uCBOpt,1,28,0.236684505837935,0.2739602464437485
uCBOpt,1,29,0.23402428454822966,0.2824755255381266
uCBOpt,1,30,0.23313141341562624,0.2837468003431956
uCBOpt,1,31,0.22880259984952434,0.2951898458798726
uCBOpt,1,32,0.222592932316992,0.27637133685747783
uCBOpt,1,33,0.2231984875731998,0.28629523356755576
uCBOpt,1,34,0.22254963478335626,0.27904030855496725
uCBOpt,1,35,0.22093037004824037,0.2762261128028234
uCBOpt,1,36,0.21836211291507437,0.29895928120613097
uCBOpt,1,37,0.21432014729800047,0.27491980330149335
uCBOpt,1,38,0.21788151316731064,0.2627395492394765
uCBOpt,1,39,0.21573205473687915,0.2814187971353531
uCBOpt,1,40,0.21413525463033606,0.2676959213813146
uCBOpt,1,41,0.2104185351751469,0.2823465645313263
uCBOpt,1,42,0.21001498611768088,0.28672367747624716
uCBOpt,1,43,0.20337472373467905,0.2703441167672475
uCBOpt,1,44,0.20490001309801031,0.28598617418607075
uCBOpt,1,45,0.20346733239403478,0.27899984979629516
uCBOpt,1,46,0.2015066856543223,0.2687931530078252
uCBOpt,1,47,0.1968610038757324,0.28759025379021963
uCBOpt,1,48,0.19626809222168393,0.25776974630355837
uCBOpt,1,49,0.19323746563770153,0.27493931078910827
uCBOpt,1,50,0.1963964494864146,0.2692556797663371
uCBOpt,1,51,0.1888261232111189,0.26620789511998494
uCBOpt,1,52,0.18726038168094777,0.26606413058439893
uCBOpt,1,53,0.18496352635931085,0.2737038288116455
uCBOpt,1,54,0.18279115502039592,0.26893016771475475
uCBOpt,1,55,0.1797391165715677,0.2723421260913213
uCBOpt,1,56,0.1745537030387808,0.27845621172587076
uCBOpt,1,57,0.17290858644467813,0.259044661005338
uCBOpt,1,58,0.1733282700865357,0.26289920051892596
uCBOpt,1,59,0.16986328113079072,0.26539707644780475
uCBOpt,1,60,0.1655690864192115,0.2714602291981379
uCBOpt,1,61,0.16587177483240764,0.25857536323865254
uCBOpt,1,62,0.16291667965606407,0.26507431972026824
uCBOpt,1,63,0.15798107132205258,0.26223311793804166
uCBOpt,1,64,0.1571811489838141,0.28418440254529315
uCBOpt,1,65,0.15881010569466486,0.2701358317534129
uCBOpt,1,66,0.15288252440646843,0.2631376493771871
uCBOpt,1,67,0.14761826417181226,0.2536923127969106
uCBOpt,1,68,0.14818081419556228,0.2615096275806427
uCBOpt,1,69,0.14102889234269106,0.281340660293897
uCBOpt,1,70,0.1399207058571003,0.26630434862772623
uCBOpt,1,71,0.1372761765100338,0.2558776947259903
uCBOpt,1,72,0.13375680876219714,0.2603678911924362
uCBOpt,1,73,0.13276963756261048,0.2670606866280238
uCBOpt,1,74,0.12883140605688095,0.2701417070627212
uCBOpt,1,75,0.12400336359606849,0.2586974633137385
uCBOpt,1,76,0.1219380901146818,0.259710010488828
uCBOpt,1,77,0.1209838640248334,0.25597365442911785
uCBOpt,1,78,0.11654565641394368,0.25985982139905295
uCBOpt,1,79,0.1119837758552145,0.2623634784221649
uCBOpt,1,80,0.11023393467620567,0.26206738416353864
uCBOpt,1,81,0.1072128672754323,0.26159081705411275
uCBOpt,1,82,0.10371750901584272,0.26243728562196095
uCBOpt,1,83,0.10078323919243283,0.2722461071014404
uCBOpt,1,84,0.09776782087705753,0.27955650130907694
uCBOpt,1,85,0.09596193933045423,0.26216116213798524
uCBOpt,1,86,0.0931463039694009,0.26627553228537243
uCBOpt,1,87,0.08974810750396163,0.2663530846039454
uCBOpt,1,88,0.08870358062894255,0.2653858755032221
uCBOpt,1,89,0.08659547076622645,0.26143216832478844
uCBOpt,1,90,0.0842645494474305,0.2634150737921397
uCBOpt,1,91,0.08270336575419815,0.2643762269417445
uCBOpt,1,92,0.08139237833906103,0.26393449199199676
uCBOpt,1,93,0.07990375782383813,0.2647171267668406
uCBOpt,1,94,0.07865493612046595,0.2635419240395228
uCBOpt,1,95,0.07789113495195353,0.2634918718338013
uCBOpt,1,96,0.07697366982146546,0.26329841033617657
uCBOpt,1,97,0.07628111545355232,0.26380278368790944
uCBOpt,1,98,0.07576508386267557,0.26374047525723776
uCBOpt,1,99,0.07539788908870132,0.263885590950648
uCBOpt,1,100,0.07518564122142615,0.26374441770712537
