optimizer,seed,epoch,train_loss,val_loss
AdamW,2,1,1.081991974318469,0.6618190128008524
AdamW,2,2,0.5881042624402929,0.5276458682219187
AdamW,2,3,0.4874116091816514,0.4375411947568258
AdamW,2,4,0.4240986855559879,0.3998485143184662
AdamW,2,5,0.38327935037789523,0.37136983513832095
AdamW,2,6,0.3537571817239126,0.3563265113035838
AdamW,2,7,0.3296466671714076,0.31909290806452434
AdamW,2,8,0.3090001293023427,0.3285335770448049
AdamW,2,9,0.297413734709775,0.309168842792511
AdamW,2,10,0.2810656920539008,0.3122562459309896
AdamW,2,11,0.273261976480484,0.2975000735918681
AdamW,2,12,0.2612532106417197,0.28339816427230835
AdamW,2,13,0.25207791972160337,0.28210358480612435
AdamW,2,14,0.24268181789362872,0.28349225982030235
AdamW,2,15,0.23873464069984576,0.28389614284038545
AdamW,2,16,0.22675148362362826,0.27376174334685005
AdamW,2,17,0.21947255089547898,0.2789021106561025
AdamW,2,18,0.21549654898378584,0.28687579711278277
AdamW,2,19,0.2054634756821173,0.287817954381307
AdamW,2,20,0.2013631784165347,0.28576629169782003
AdamW,2,21,0.19377703791194492,0.2824291455745697
AdamW,2,22,0.1855415234344977,0.27595741852124533
AdamW,2,23,0.18132252741301502,0.28416622209548953
AdamW,2,24,0.17593711819913652,0.2707245211203893
AdamW,2,25,0.1686575310031573,0.275893922328949
AdamW,2,26,0.16281218149043897,0.2858938775062561
AdamW,2,27,0.1560442778556435,0.288302795569102
AdamW,2,28,0.15087088126606413,0.28220989100138344
AdamW,2,29,0.1456520511265154,0.28903806567192075
AdamW,2,30,0.14138470843103196,0.29880692474047343
AdamW,2,31,0.13694584899699247,0.29900715486208596
AdamW,2,32,0.1305366830031077,0.30688400665918986
AdamW,2,33,0.12605420781064916,0.30278256539503734
AdamW,2,34,0.12238462779919307,0.3103481419086456
AdamW,2,35,0.11505078182176308,0.31226601219177247
AdamW,2,36,0.11231318387941078,0.3391270721753438
AdamW,2,37,0.10764587129045416,0.3401584009329478
AdamW,2,38,0.1026913998413969,0.3421848590373993
AdamW,2,39,0.09856830769115024,0.3560205257733663
AdamW,2,40,0.09209101239067537,0.3455235254764557
AdamW,2,41,0.0905779869125949,0.3607900585333506
AdamW,2,42,0.08432623785513418,0.36313334735234576
AdamW,2,43,0.08090866639658256,0.3710848607222239
AdamW,2,44,0.07985243703259362,0.3895208866596222
AdamW,2,45,0.07547645716313962,0.38319537878036497
AdamW,2,46,0.06948395445390984,0.3874933669567108
AdamW,2,47,0.06798125661081737,0.40515980156262715
AdamW,2,48,0.06470015307709023,0.3918942116101583
AdamW,2,49,0.058998352682148966,0.413046916325887
AdamW,2,50,0.05803291295634376,0.43470414090156556
AdamW,2,51,0.0531789470800647,0.4486118700504303
AdamW,2,52,0.05052073545809145,0.45070752382278445
AdamW,2,53,0.0493481225989483,0.4594814733664195
AdamW,2,54,0.04583072524600559,0.46204951373736064
AdamW,2,55,0.044246640851100284,0.46624854699770607
AdamW,2,56,0.04190952674685805,0.4768783848285675
AdamW,2,57,0.03768480565150579,0.47757986323038737
AdamW,2,58,0.03676213149229685,0.49498915044466657
AdamW,2,59,0.0348370661271943,0.49540990304946897
AdamW,2,60,0.03212335417999162,0.5177947710355123
AdamW,2,61,0.029067472750390018,0.5254603053728739
AdamW,2,62,0.02786209589574072,0.5396308120886485
AdamW,2,63,0.02523089340356765,0.5444824793338776
AdamW,2,64,0.023016995647853172,0.5539383251667023
AdamW,2,65,0.02115067209524137,0.5569552181561788
AdamW,2,66,0.020336290199447563,0.5732071928977966
AdamW,2,67,0.01813676179172816,0.5949246283372244
AdamW,2,68,0.017340243781054462,0.6309364263216655
AdamW,2,69,0.01649997276785197,0.6155544527371725
AdamW,2,70,0.014997846776964488,0.6221249818801879
AdamW,2,71,0.012948076875121506,0.6275835282007853
AdamW,2,72,0.012744756981178567,0.6408230553468068
AdamW,2,73,0.011071109258328323,0.6432481113274893
AdamW,2,74,0.010295888138176114,0.65931192000707
AdamW,2,75,0.009147656767594594,0.6560905752182007
AdamW,2,76,0.00869965088898661,0.6636975615819295
AdamW,2,77,0.008117858006722397,0.6740235633850098
AdamW,2,78,0.007435840924028997,0.6942369480133057
AdamW,2,79,0.007044196934059814,0.702071763197581
AdamW,2,80,0.006390105148570405,0.706391479174296
AdamW,2,81,0.005597934510489857,0.7188930589358012
AdamW,2,82,0.005360435657065224,0.7283279779752095
AdamW,2,83,0.0050885605609251395,0.7280619351069132
AdamW,2,84,0.004656604644532005,0.7351475205421448
AdamW,2,85,0.004458354955608094,0.7480575642585754
AdamW,2,86,0.004239605347729392,0.7491110431353251
AdamW,2,87,0.003891194181309806,0.7613921659787496
AdamW,2,88,0.003730951319276183,0.7648731803894043
AdamW,2,89,0.003550686570263847,0.7682785512606303
AdamW,2,90,0.0033895570977280536,0.7723468612035116
AdamW,2,91,0.003314464545774239,0.7741990162531535
AdamW,2,92,0.0031698762886916048,0.7771390733718873
AdamW,2,93,0.0030764231992954456,0.7773075782457988
AdamW,2,94,0.00300453468695007,0.7808651509284973
AdamW,2,95,0.0029259428737892046,0.7815086037317912
AdamW,2,96,0.0028744914135723203,0.7836308086713155
AdamW,2,97,0.0028322110967710615,0.7833054043451945
AdamW,2,98,0.002800732097312532,0.7832422971725463
AdamW,2,99,0.002778038620741831,0.7839127922058106
AdamW,2,100,0.0027639861646349784,0.7839804581006368
